CustomerKey,GeographyKey,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CommuteDistance
16388,196,MR.,JAY,TORRES,11/23/1995,M,M,jay41@adventure-works.com,30000,1,Bachelors,Clerical,1,0,"8, rue de la Comédie",1 (11) 500 555-0155,3/1/2022,0-1 Miles
16389,164,MR.,ARTURO,SHEN,10/1/1995,S,M,arturo26@adventure-works.com,30000,1,Bachelors,Clerical,1,0,Erftplatz 99,1 (11) 500 555-0140,10/3/2021,1-2 Miles
16390,172,MR.,MARIO,NATH,8/25/1989,S,M,mario17@adventure-works.com,30000,1,Bachelors,Clerical,0,0,Lützowplatz 5700,1 (11) 500 555-0156,10/26/2021,0-1 Miles
16391,213,MR.,SERGIO,SURI,11/1/1995,S,M,sergio0@adventure-works.com,30000,1,Bachelors,Clerical,0,0,"212, rue de Berri",1 (11) 500 555-0114,3/4/2022,1-2 Miles
16392,180,MRS.,KARI,RAMAN,4/8/1990,M,F,kari12@adventure-works.com,40000,0,Graduate Degree,Clerical,1,0,"54, rue de Fontfroide",1 (11) 500 555-0127,3/1/2022,0-1 Miles
16393,224,MR.,XAVIER,EDWARDS,1/6/2001,M,M,xavier41@adventure-works.com,40000,0,Graduate Degree,Clerical,1,0,"48, rue Montcalm",1 (11) 500 555-0141,3/20/2022,0-1 Miles
16394,187,MR.,BRYAN,BELL,6/3/1994,S,M,bryan14@adventure-works.com,10000,3,High School,Manual,1,1,"34, place Beaubernard",1 (11) 500 555-0171,3/8/2022,0-1 Miles
16395,192,MRS.,TARA,PAL,6/6/1989,M,F,tara12@adventure-works.com,10000,3,High School,Manual,0,1,"92, rue de Linois",1 (11) 500 555-0132,7/31/2022,0-1 Miles
16396,149,MR.,KEITH,RAI,10/14/1988,S,M,keith21@adventure-works.com,10000,4,Partial High School,Manual,1,0,Alderstr 8429,1 (11) 500 555-0122,9/5/2022,0-1 Miles
16397,153,MR.,ANDY,NAVARRO,4/10/1994,M,M,andy14@adventure-works.com,20000,1,Partial College,Manual,1,1,Königstr 387,1 (11) 500 555-0115,1/1/2023,2-5 Miles
16398,189,MR.,EMMANUEL,RANA,6/12/1989,S,M,emmanuel10@adventure-works.com,20000,1,High School,Manual,0,1,"45, rue Pierre-Demoulin",1 (11) 500 555-0166,8/12/2022,2-5 Miles
16399,131,MR.,ARTURO,XU,4/15/1989,S,M,arturo29@adventure-works.com,30000,1,Bachelors,Clerical,0,0,Hunzinger Allee 193,1 (11) 500 555-0196,8/17/2022,0-1 Miles
16400,222,MR.,THEODORE,RAMOS,3/6/1994,M,M,theodore18@adventure-works.com,30000,1,Bachelors,Clerical,1,0,"22, rue de l'Espace De Schengen",1 (11) 500 555-0146,3/4/2022,2-5 Miles
16401,250,MS.,MARGARET,GAO,3/8/1989,S,F,margaret21@adventure-works.com,30000,1,Bachelors,Clerical,0,1,9828 Larch Ct,1 (11) 500 555-0122,3/26/2023,0-1 Miles
16402,262,MR.,ALEXANDER,MARTIN,4/1/1989,S,M,alexander18@adventure-works.com,30000,1,Bachelors,Clerical,0,1,469 Robinson St.,1 (11) 500 555-0169,5/8/2023,1-2 Miles
16403,217,MR.,BYRON,SUAREZ,4/17/1988,M,M,byron13@adventure-works.com,20000,1,High School,Manual,1,1,"255, avenue Foch",1 (11) 500 555-0168,5/12/2023,2-5 Miles
16404,198,MR.,RAUL,NARA,1/2/1989,M,M,raul14@adventure-works.com,40000,0,Bachelors,Clerical,1,0,"710, rue Surcouf",1 (11) 500 555-0146,3/16/2022,0-1 Miles
16405,229,MRS.,ADRIANA,SAI,10/5/1988,M,F,adriana6@adventure-works.com,40000,0,Bachelors,Clerical,1,0,2467 Clearland Circle,1 (11) 500 555-0150,7/20/2021,0-1 Miles
16406,262,MR.,DAKOTA,HENDERSON,11/10/1994,M,M,dakota4@adventure-works.com,40000,0,Bachelors,Clerical,0,0,8847 Gill Ct.,1 (11) 500 555-0159,7/8/2021,0-1 Miles
16407,260,MRS.,COLLEEN,ZHAO,9/1/1987,M,F,colleen10@adventure-works.com,30000,1,Bachelors,Skilled Manual,1,2,3082 Cowell Rd.,1 (11) 500 555-0196,7/24/2021,0-1 Miles
16408,201,MR.,ARTHUR,MADAN,8/8/1986,M,M,arthur9@adventure-works.com,30000,1,Bachelors,Skilled Manual,1,2,"4024, rue Surcouf",1 (11) 500 555-0192,3/16/2022,0-1 Miles
16409,164,MRS.,EBONY,MORENO,10/13/1992,M,F,ebony29@adventure-works.com,30000,1,Bachelors,Skilled Manual,1,2,Reiherweg 5074,1 (11) 500 555-0176,10/21/2021,0-1 Miles
16410,272,MS.,JOY,NAVARRO,4/18/1986,S,F,joy11@adventure-works.com,10000,4,Partial High School,Manual,1,2,1512 Orangewood Ave.,1 (11) 500 555-0164,7/23/2021,0-1 Miles
16411,172,MR.,STANLEY,SANCHEZ,2/18/1986,S,M,stanley22@adventure-works.com,10000,3,Partial High School,Manual,1,2,Herzogstr 5772,1 (11) 500 555-0134,11/11/2021,0-1 Miles
16412,185,MS.,LEAH,LIANG,12/5/1996,S,F,leah13@adventure-works.com,10000,3,Partial High School,Manual,1,2,"99, avenue Reille",1 (11) 500 555-0139,3/17/2022,0-1 Miles
16413,155,MRS.,JULIA,GONZALEZ,11/3/1952,M,F,julia14@adventure-works.com,10000,4,High School,Manual,0,2,Postenweg 3138,1 (11) 500 555-0124,8/6/2022,0-1 Miles
16414,127,MS.,KELLY,FLORES,12/15/1985,S,F,kelly17@adventure-works.com,10000,3,Partial High School,Manual,1,2,Curieweg 3,1 (11) 500 555-0140,11/13/2021,0-1 Miles
16415,224,MR.,ANDRE,PATEL,12/15/1985,S,M,andre3@adventure-works.com,20000,3,High School,Manual,1,0,"3963, rue Lamarck",1 (11) 500 555-0177,4/17/2022,0-1 Miles
16416,190,MR.,BRIAN,RIVERA,5/14/1991,S,M,brian28@adventure-works.com,30000,2,Partial College,Manual,1,0,"44, rue du Départ",1 (11) 500 555-0195,4/11/2022,0-1 Miles
16417,234,MR.,NOAH,BRYANT,8/29/1991,S,M,noah15@adventure-works.com,30000,2,Partial College,Manual,1,0,9875 Pheasant Drive,1 (11) 500 555-0182,7/22/2021,0-1 Miles
16418,202,MS.,KATRINA,RAI,8/22/1990,S,F,katrina16@adventure-works.com,10000,3,Partial High School,Manual,1,2,"25, rue des Berges",1 (11) 500 555-0159,7/17/2022,0-1 Miles
16419,118,MRS.,LACEY,SIMPSON,12/20/1984,M,F,lacey38@adventure-works.com,20000,3,High School,Manual,0,1,Auf Der Steige 2999,1 (11) 500 555-0183,3/31/2023,0-1 Miles
16420,266,MR.,EDDIE,ALONSO,11/15/1990,S,M,eddie8@adventure-works.com,20000,3,High School,Manual,1,1,8394 Summertime Dr.,1 (11) 500 555-0168,7/21/2021,0-1 Miles
16421,219,MS.,NATASHA,DIAZ,10/6/1990,S,F,natasha3@adventure-works.com,20000,3,High School,Manual,1,1,"2, rue de Maubeuge",1 (11) 500 555-0116,4/1/2023,0-1 Miles
16422,174,MR.,KURT,XU,9/20/1995,S,M,kurt4@adventure-works.com,20000,3,High School,Manual,1,1,Welt Platz 6,1 (11) 500 555-0111,11/11/2021,0-1 Miles
16423,211,MR.,SERGIO,MADAN,11/20/1954,S,M,sergio8@adventure-works.com,10000,4,High School,Manual,1,2,"71, rue Faubourg St Antoine",1 (11) 500 555-0182,3/3/2023,0-1 Miles
16424,200,MRS.,BRANDI,DIAZ,1/15/1988,M,F,brandi3@adventure-works.com,40000,0,Bachelors,Professional,0,0,"1001, rue des Bouchers",1 (11) 500 555-0189,4/1/2022,0-1 Miles
16425,206,MRS.,LISA,LU,8/15/1987,M,F,lisa15@adventure-works.com,40000,0,Bachelors,Professional,1,0,"70, rue Georges-Clémenceau",1 (11) 500 555-0196,4/16/2022,0-1 Miles
16426,210,MR.,JORGE,YE,1/8/1988,M,M,jorge11@adventure-works.com,40000,0,Bachelors,Professional,1,0,"8, avenue de l´ Union Centrale",1 (11) 500 555-0111,4/29/2022,0-1 Miles
16427,273,MS.,KENDRA,ALONSO,3/11/1993,S,F,kendra8@adventure-works.com,60000,0,Graduate Degree,Skilled Manual,1,0,6886 Berry Dr.,1 (11) 500 555-0116,8/6/2021,0-1 Miles
16428,234,MR.,RYAN,ROSS,9/24/1984,S,M,ryan6@adventure-works.com,20000,4,High School,Manual,1,1,1088 Ash Lane,1 (11) 500 555-0110,8/20/2021,0-1 Miles
16429,175,MRS.,JACLYN,LUO,10/12/1989,M,F,jaclyn29@adventure-works.com,30000,1,Partial College,Clerical,1,1,Königstr 426,1 (11) 500 555-0162,11/28/2021,2-5 Miles
16430,196,MR.,FRANKLIN,RAI,2/4/1987,S,M,franklin34@adventure-works.com,30000,2,Partial College,Clerical,1,1,"195, rue de Varenne",1 (11) 500 555-0177,4/22/2022,0-1 Miles
16431,199,MR.,JERMAINE,RODRIGUEZ,8/30/1992,S,M,jermaine18@adventure-works.com,30000,2,Partial College,Clerical,1,1,"5151, rue Saint-Lazare",1 (11) 500 555-0189,4/4/2022,0-1 Miles
16432,207,MR.,JOHN,GARCIA,8/5/1991,S,M,john35@adventure-works.com,30000,2,Partial College,Clerical,1,2,"2, avenue de la Gare",1 (11) 500 555-0118,4/15/2022,0-1 Miles
16433,202,MR.,MATHEW,DOMINGUEZ,5/24/1991,M,M,mathew8@adventure-works.com,30000,2,Partial College,Clerical,0,2,"11, place de la République",1 (11) 500 555-0171,4/8/2022,0-1 Miles
16434,171,MRS.,TAYLOR,BAILEY,4/3/1986,M,F,taylor9@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,Postfach 66 07 00,1 (11) 500 555-0127,11/3/2022,0-1 Miles
16435,261,MR.,STEVEN,COOPER,7/6/1991,M,M,steven18@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,7349 Macalven Dr.,1 (11) 500 555-0187,5/19/2023,0-1 Miles
16436,189,MR.,ETHAN,HENDERSON,8/11/1990,S,M,ethan1@adventure-works.com,30000,2,Partial College,Clerical,1,3,"534, rue Mazagran",1 (11) 500 555-0176,5/8/2022,0-1 Miles
16437,244,MR.,JÉSUS,GUTIERREZ,4/23/1999,S,M,jésus10@adventure-works.com,20000,0,High School,Manual,0,1,5284 Dumbarton Dr.,1 (11) 500 555-0112,8/21/2022,2-5 Miles
16438,193,MRS.,KAITLIN,ARTHUR,1/14/1998,M,F,kaitlin6@adventure-works.com,10000,0,Partial High School,Manual,0,2,"34, rue des Rosiers",1 (11) 500 555-0116,9/27/2022,0-1 Miles
16439,193,MS.,DAWN,DENG,4/24/2001,S,F,dawn25@adventure-works.com,20000,4,High School,Manual,1,2,"1, rue de Fontfroide",1 (11) 500 555-0194,1/30/2023,0-1 Miles
16440,202,MR.,JIMMY,MARTIN,6/2/2001,S,M,jimmy2@adventure-works.com,20000,4,High School,Manual,1,2,"34, rue Philibert-Delorme",1 (11) 500 555-0151,7/30/2022,0-1 Miles
16441,127,MR.,JASON,YOUNG,9/8/2000,M,M,jason45@adventure-works.com,20000,5,High School,Manual,0,2,Reiherweg 54,1 (11) 500 555-0171,7/19/2022,0-1 Miles
16442,131,MR.,LUKE,GONZALEZ,2/23/2001,S,M,luke40@adventure-works.com,30000,3,Partial College,Clerical,1,1,Winterfeldtstr 2529,1 (11) 500 555-0167,11/11/2021,0-1 Miles
16443,239,MS.,DAWN,GAO,9/4/2000,S,F,dawn17@adventure-works.com,30000,3,Partial College,Clerical,1,2,3930 Sony Hill Circle,1 (11) 500 555-0144,6/3/2023,0-1 Miles
16444,267,MRS.,ERIKA,CARLSON,4/21/1985,M,F,erika15@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,6275 Bel Air Drive,1 (11) 500 555-0137,8/26/2021,0-1 Miles
16445,234,MS.,CAITLIN,WARD,12/11/1983,S,F,caitlin10@adventure-works.com,30000,1,Partial College,Clerical,1,1,3296 Tri-state Ave,1 (11) 500 555-0188,8/11/2021,2-5 Miles
16446,266,MRS.,KRISTINE,MUNOZ,11/9/1983,M,F,kristine8@adventure-works.com,30000,1,Partial College,Clerical,1,1,3970 Falcon Dr,1 (11) 500 555-0146,8/10/2021,2-5 Miles
16447,267,MRS.,KATE,BECKER,12/5/1989,M,F,kate17@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,1,9032 Santa Fe,1 (11) 500 555-0141,8/30/2021,0-1 Miles
16448,168,MRS.,CHERYL,MARTIN,8/2/1983,M,F,cheryl2@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,1,Haberstr 328,1 (11) 500 555-0143,11/12/2021,0-1 Miles
16449,233,MR.,CASEY,BROWNING,8/14/1999,S,M,casey39@adventure-works.com,30000,4,Partial College,Clerical,1,2,2599 Vine Hill Way,1 (11) 500 555-0178,8/26/2022,0-1 Miles
16450,187,MS.,REBEKAH,GUTIERREZ,2/12/1999,S,F,rebekah31@adventure-works.com,30000,5,Partial College,Clerical,1,2,9529 Oonegal Court,1 (11) 500 555-0128,3/14/2023,0-1 Miles
16451,149,MR.,KARL,STONE,3/5/1999,S,M,karl0@adventure-works.com,30000,0,Partial College,Clerical,0,1,Berliner Platz 1,1 (11) 500 555-0174,10/31/2021,0-1 Miles
16452,232,MS.,CASSIE,LUO,5/21/1999,S,F,cassie4@adventure-works.com,30000,0,Partial College,Clerical,0,1,9428 Mehaffey Way,1 (11) 500 555-0196,8/5/2021,0-1 Miles
16453,271,MS.,MAYRA,CHANDRA,10/7/1998,S,F,mayra1@adventure-works.com,30000,0,Partial College,Clerical,0,1,8614 Lagoon Court,1 (11) 500 555-0133,9/11/2022,2-5 Miles
16454,274,MR.,MARCO,SURI,12/3/1998,M,M,marco0@adventure-works.com,30000,0,Partial College,Clerical,0,1,8510 G St.,1 (11) 500 555-0165,7/16/2022,0-1 Miles
16455,208,MRS.,DEB,MORENO,2/9/1933,M,F,deb3@adventure-works.com,10000,4,High School,Manual,0,2,"99, rue du Départ",1 (11) 500 555-0144,8/28/2022,0-1 Miles
16456,147,MR.,LARRY,NAVARRO,1/9/1997,S,M,larry12@adventure-works.com,20000,0,High School,Manual,0,1,Kapellstr 4924,1 (11) 500 555-0117,2/7/2023,5-10 Miles
16457,156,MS.,KATHLEEN,MARTIN,8/18/1997,S,F,kathleen2@adventure-works.com,20000,0,Partial High School,Manual,0,1,Lindenalle 1854,1 (11) 500 555-0188,1/14/2023,2-5 Miles
16458,132,MS.,MICHELE,RUIZ,6/18/1998,S,F,michele37@adventure-works.com,30000,0,Partial College,Clerical,0,1,Pascalstr 24,1 (11) 500 555-0158,8/28/2022,2-5 Miles
16459,236,MRS.,CAROLYN,KAPOOR,10/15/1997,M,F,carolyn2@adventure-works.com,30000,0,Partial College,Clerical,0,1,9210 Camino Peral,1 (11) 500 555-0154,7/18/2022,0-1 Miles
16460,277,MS.,JODI,XU,5/17/1998,S,F,jodi5@adventure-works.com,30000,0,Partial College,Clerical,0,1,6594 Bent Tree Lane,1 (11) 500 555-0139,11/16/2022,2-5 Miles
16461,279,MS.,ROSA,WU,8/5/1997,S,F,rosa7@adventure-works.com,30000,0,Partial College,Clerical,0,1,939 Vista Del Diablo,1 (11) 500 555-0155,8/2/2021,0-1 Miles
16462,147,MS.,MARISSA,GONZALES,10/14/1996,S,F,marissa14@adventure-works.com,20000,0,Partial High School,Manual,0,1,Höhenstr 9449,1 (11) 500 555-0147,6/6/2023,2-5 Miles
16463,155,MS.,ANNA,MURPHY,4/20/1997,S,F,anna10@adventure-works.com,20000,0,Partial High School,Manual,0,1,Kappellweg 613,1 (11) 500 555-0182,11/12/2022,5-10 Miles
16464,260,MR.,ALAN,LIU,11/15/1995,S,M,alan8@adventure-works.com,10000,0,Partial High School,Manual,1,2,6885 Auburn,1 (11) 500 555-0111,10/2/2022,0-1 Miles
16465,231,MS.,KARA,GOEL,4/30/1996,S,F,kara17@adventure-works.com,20000,0,Partial High School,Manual,0,2,4511 L St.,1 (11) 500 555-0143,8/24/2021,0-1 Miles
16466,127,MS.,ALISHA,KUMAR,12/13/1995,S,F,alisha32@adventure-works.com,20000,0,Partial High School,Manual,0,2,Heiderweg 4983,1 (11) 500 555-0112,11/28/2021,0-1 Miles
16467,242,MR.,RONALD,SRINI,3/7/1996,S,M,ronald10@adventure-works.com,20000,0,Partial High School,Manual,1,2,8459 Leed Court West,1 (11) 500 555-0159,3/16/2023,1-2 Miles
16468,198,MR.,ORLANDO,DOMINGUEZ,5/17/1997,S,M,orlando12@adventure-works.com,30000,0,Partial College,Clerical,1,1,"95, avenue de l´ Union Centrale",1 (11) 500 555-0169,2/9/2023,2-5 Miles
16469,188,MS.,MICHELE,TANG,5/18/1997,S,F,michele4@adventure-works.com,30000,0,Partial College,Clerical,1,1,"70, place du Tertre",1 (11) 500 555-0161,9/17/2022,2-5 Miles
16470,269,MR.,WESLEY,GUO,5/8/1997,M,M,wesley17@adventure-works.com,40000,1,Bachelors,Skilled Manual,1,0,9353 Kirkwood Dr.,1 (11) 500 555-0164,8/8/2021,1-2 Miles
16471,207,MRS.,VANESSA,HAYES,2/14/1935,M,F,vanessa23@adventure-works.com,10000,4,High School,Manual,0,2,"84, avenue des Ternes",1 (11) 500 555-0118,5/5/2023,0-1 Miles
16472,196,MS.,OLIVIA,ROBINSON,3/10/2001,S,F,olivia17@adventure-works.com,20000,0,Partial High School,Manual,0,2,"32, rue Lafayette",1 (11) 500 555-0130,4/3/2023,1-2 Miles
16473,138,MS.,DAWN,ANDERSEN,8/31/1994,S,F,dawn37@adventure-works.com,10000,0,Partial High School,Manual,0,2,Nonnendamm 19,1 (11) 500 555-0181,3/7/2023,0-1 Miles
16474,133,MR.,JAY,SERRANO,10/19/1994,M,M,jay46@adventure-works.com,10000,0,Partial High School,Manual,0,2,Alte Landstr 414,1 (11) 500 555-0173,8/29/2022,0-1 Miles
16475,144,MR.,KURT,ANAND,12/9/2000,S,M,kurt21@adventure-works.com,20000,0,Partial High School,Manual,0,2,Heiderweg 4983,1 (11) 500 555-0115,11/2/2021,1-2 Miles
16476,200,MR.,SHAWN,XIE,6/10/1995,S,M,shawn5@adventure-works.com,30000,0,Partial College,Clerical,0,1,"5, avenue de Norvege",1 (11) 500 555-0145,5/7/2022,0-1 Miles
16477,611,MS.,ANNA,GONZALES,11/1/1998,S,F,anna42@adventure-works.com,40000,0,Partial High School,Clerical,0,2,4657 Roundhouse Place,101-555-0173,7/19/2022,1-2 Miles
16478,348,MR.,ADRIAN,GRAY,7/21/1998,S,M,adrian8@adventure-works.com,70000,0,Partial College,Skilled Manual,0,2,1502 Marion Ct.,379-555-0152,3/14/2023,0-1 Miles
16479,65,MS.,VICTORIA,BROOKS,11/6/1997,S,F,victoria46@adventure-works.com,60000,0,Partial College,Skilled Manual,1,2,6313 Collins Drive,127-555-0139,10/27/2022,5-10 Miles
16480,23,MR.,ALAN,ZHOU,2/5/1976,M,M,alan12@adventure-works.com,20000,2,Partial High School,Clerical,1,2,265 Maria Vega Court,1 (11) 500 555-0128,11/29/2022,1-2 Miles
16481,35,MS.,MADISON,BRYANT,12/15/1970,S,F,madison30@adventure-works.com,20000,2,Partial High School,Clerical,1,2,4008 Tosca Way,1 (11) 500 555-0114,3/2/2023,5-10 Miles
16482,32,MRS.,TABITHA,ARTHUR,11/12/1971,M,F,tabitha5@adventure-works.com,30000,3,Partial College,Clerical,0,2,6992 Mt. View Drive,1 (11) 500 555-0169,7/7/2020,5-10 Miles
16483,35,MR.,WARREN,JAI,10/13/1977,M,M,warren42@adventure-works.com,40000,2,Bachelors,Management,1,2,9276 Blackwood Drive,1 (11) 500 555-0119,7/3/2020,5-10 Miles
16484,16,MR.,DUSTIN,LAL,8/7/1971,M,M,dustin8@adventure-works.com,40000,2,Partial College,Clerical,0,2,3193 Mehaffey Way,1 (11) 500 555-0119,7/12/2020,5-10 Miles
16485,301,MR.,IAN,FOSTER,10/21/2001,S,M,ian56@adventure-works.com,40000,0,Partial High School,Clerical,1,2,1008 Lydia Lane,924-555-0118,3/14/2023,5-10 Miles
16486,12,MRS.,RACHAEL,MADAN,11/12/1972,M,F,rachael7@adventure-works.com,30000,3,High School,Skilled Manual,0,2,8193 Scenic Ct.,1 (11) 500 555-0131,8/2/2022,1-2 Miles
16487,36,MS.,BRIANNA,GRIFFIN,11/13/1972,S,F,brianna66@adventure-works.com,30000,3,High School,Skilled Manual,1,2,8144 Ryan Court,1 (11) 500 555-0118,11/9/2022,5-10 Miles
16488,31,MR.,JOEL,RODRIGUEZ,10/25/1972,M,M,joel18@adventure-works.com,30000,3,High School,Skilled Manual,1,2,7059 Garrow Dr.,1 (11) 500 555-0113,8/20/2022,5-10 Miles
16489,5,MR.,FREDERICK,GARCIA,1/2/1973,M,M,frederick13@adventure-works.com,30000,3,High School,Skilled Manual,1,2,2966 St. George Dr.,1 (11) 500 555-0137,8/17/2022,5-10 Miles
16490,361,MRS.,MEGAN,ROBINSON,11/14/2001,M,F,megan21@adventure-works.com,60000,0,Partial College,Skilled Manual,1,2,6003 San Vincente Drive,506-555-0188,10/20/2022,5-10 Miles
16491,51,MR.,CHRISTIAN,GARCIA,10/16/2000,S,M,christian52@adventure-works.com,70000,0,Partial College,Skilled Manual,1,2,2860 Brentwood Circle,172-555-0164,7/2/2022,5-10 Miles
16492,19,MR.,THEODORE,SANZ,9/21/1973,M,M,theodore21@adventure-works.com,40000,2,Partial College,Clerical,0,2,4682 Birch Bark Rd.,1 (11) 500 555-0186,4/1/2023,5-10 Miles
16493,37,MRS.,BRENDA,FERNANDEZ,5/5/1975,M,F,brenda19@adventure-works.com,40000,3,Partial College,Skilled Manual,1,2,6908 Laguna Circle,1 (11) 500 555-0111,7/8/2020,5-10 Miles
16494,40,MS.,JORDYN,SIMMONS,11/21/1981,S,F,jordyn15@adventure-works.com,80000,2,Partial College,Skilled Manual,0,2,1915 Standing Grove Dr.,1 (11) 500 555-0126,7/15/2020,1-2 Miles
16495,40,MS.,MONIQUE,RAMOS,2/5/1976,S,F,monique14@adventure-works.com,80000,2,Partial College,Skilled Manual,0,2,3207 Mario Way,1 (11) 500 555-0111,7/11/2020,1-2 Miles
16496,3,MS.,DAWN,TANG,5/14/1981,S,F,dawn28@adventure-works.com,80000,2,Partial College,Skilled Manual,1,2,6345 Katharyn Drive,1 (11) 500 555-0130,7/15/2020,5-10 Miles
16497,66,MS.,JULIA,PETERSON,1/3/1997,S,F,julia59@adventure-works.com,30000,0,Partial College,Skilled Manual,1,2,7089 Monti Circle,391-555-0176,11/1/2022,5-10 Miles
16498,618,MR.,HUNTER,JONES,5/8/1997,S,M,hunter62@adventure-works.com,30000,0,Partial College,Skilled Manual,1,2,9353 Kirkwood Dr.,812-555-0171,2/8/2023,5-10 Miles
16499,626,MS.,DANIELLE,KELLY,4/15/1997,S,F,danielle5@adventure-works.com,30000,0,High School,Skilled Manual,1,2,3840 Gold Crest Ct,808-555-0114,5/25/2023,5-10 Miles
16500,635,MS.,CHLOE,PERRY,8/19/1996,S,F,chloe74@adventure-works.com,30000,0,High School,Skilled Manual,0,2,9196 Landana Dr.,393-555-0113,9/21/2022,1-2 Miles
16501,637,MS.,VANESSA,WOOD,1/23/1997,S,F,vanessa2@adventure-works.com,30000,0,High School,Skilled Manual,1,2,962 Gonzalez Court,737-555-0151,2/3/2023,5-10 Miles
16502,553,MR.,JACKSON,PARKER,8/12/1996,S,M,jackson29@adventure-works.com,30000,0,High School,Skilled Manual,1,2,5018 Bloching Circle,361-555-0129,6/7/2023,5-10 Miles
16503,339,MR.,CHRISTIAN,ANDERSON,8/29/1996,M,M,christian45@adventure-works.com,60000,0,Partial College,Skilled Manual,1,2,6019 Ironwood Way,367-555-0132,10/18/2022,5-10 Miles
16504,359,MR.,JUSTIN,RUSSELL,2/2/1996,S,M,justin17@adventure-works.com,30000,0,High School,Skilled Manual,0,2,1687 Rose Drive,455-555-0186,9/6/2022,1-2 Miles
16505,322,MS.,ERIN,GRAY,8/3/2001,S,F,erin10@adventure-works.com,30000,0,High School,Skilled Manual,1,2,8801 Lee Lane,131-555-0192,5/13/2023,5-10 Miles
16506,53,MRS.,CATHERINE,MURPHY,12/9/2000,M,F,catherine13@adventure-works.com,60000,0,Partial College,Skilled Manual,1,2,2399 Stafford Ave,399-555-0117,9/7/2022,5-10 Miles
16507,183,MRS.,TRACY,NATH,5/18/1961,M,F,tracy17@adventure-works.com,10000,2,Bachelors,Clerical,1,1,"40, rue de Terre Neuve",1 (11) 500 555-0186,12/15/2022,2-5 Miles
16508,222,MR.,BRENT,ZHU,2/10/1961,M,M,brent13@adventure-works.com,10000,2,Bachelors,Clerical,1,1,"8, rue des Vendangeurs",1 (11) 500 555-0151,1/24/2023,2-5 Miles
16509,246,MRS.,VERONICA,SAI,10/30/1962,M,F,veronica6@adventure-works.com,30000,1,Bachelors,Clerical,1,0,3061 Arcadia Pl.,1 (11) 500 555-0158,8/26/2021,0-1 Miles
16510,203,MR.,BRAD,NARA,6/3/1964,M,M,brad17@adventure-works.com,10000,3,Partial College,Manual,1,1,"33, allée des Princes",1 (11) 500 555-0132,9/9/2022,0-1 Miles
16511,235,MR.,JOE,RAMAN,12/18/1963,M,M,joe15@adventure-works.com,30000,1,Bachelors,Clerical,1,0,3870 Gonzalez Court,1 (11) 500 555-0169,7/6/2022,0-1 Miles
16512,279,MR.,RICARDO,SHARMA,10/5/1963,S,M,ricardo9@adventure-works.com,40000,1,Graduate Degree,Clerical,1,0,7765 Sunsine Drive,1 (11) 500 555-0115,8/30/2021,0-1 Miles
16513,205,MR.,RONNIE,WAGNER,11/10/1964,S,M,ronnie1@adventure-works.com,10000,3,Partial College,Manual,1,1,"49, rue Royale",1 (11) 500 555-0152,5/1/2022,1-2 Miles
16514,7,MR.,MANUEL,FERNANDEZ,7/10/2001,S,M,manuel14@adventure-works.com,10000,0,Partial College,Manual,1,1,251 Ravenwood Dr.,1 (11) 500 555-0117,7/7/2020,1-2 Miles
16515,31,MR.,TROY,SAI,8/3/2001,M,M,troy6@adventure-works.com,10000,0,Partial College,Manual,0,1,458 Union St,1 (11) 500 555-0126,7/10/2020,0-1 Miles
16516,27,MR.,MELVIN,SHE,1/24/2002,M,M,melvin0@adventure-works.com,20000,0,Bachelors,Clerical,1,0,2551 Damascus Loop,1 (11) 500 555-0113,7/11/2020,0-1 Miles
16517,19,MRS.,KATRINA,RAJI,9/16/1997,M,F,katrina20@adventure-works.com,10000,1,High School,Manual,1,0,3196 Peachwillow,1 (11) 500 555-0113,7/2/2020,2-5 Miles
16518,33,MS.,KRYSTAL,HOLT,12/17/1997,S,F,krystal6@adventure-works.com,10000,1,High School,Manual,0,0,6119 Grasswood Circle,1 (11) 500 555-0163,7/9/2020,1-2 Miles
16519,25,MS.,YOLANDA,CHANDER,2/11/1998,S,F,yolanda14@adventure-works.com,10000,1,High School,Manual,0,0,4409 North Ranchford,1 (11) 500 555-0143,7/15/2020,2-5 Miles
16520,32,MRS.,MISTY,RAJI,4/22/1998,M,F,misty23@adventure-works.com,10000,1,High School,Manual,1,0,3511 B Eagle Peak Rd.,1 (11) 500 555-0195,7/4/2020,2-5 Miles
16521,24,MS.,TONYA,SHE,2/7/2001,S,F,tonya0@adventure-works.com,10000,1,High School,Manual,0,0,8534 Willow Pass Road,1 (11) 500 555-0172,7/13/2020,2-5 Miles
16522,21,MRS.,CASEY,PAL,1/1/2001,M,F,casey13@adventure-works.com,10000,1,High School,Manual,1,0,2190 Rock Creek Way,1 (11) 500 555-0137,7/5/2020,2-5 Miles
